step,latitude,longitude,time,heightAboveGround,valid_time,u10,v10
2 days 03:00:00,46.5,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.725,1.875
2 days 03:00:00,46.5,358.75,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,2.125
2 days 03:00:00,46.5,359.0,2025-06-04,10.0,2025-06-06 03:00:00,2.7875,2.25
2 days 03:00:00,46.5,359.25,2025-06-04,10.0,2025-06-06 03:00:00,2.85,2.875
2 days 03:00:00,46.5,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.475,3.375
2 days 03:00:00,46.5,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.725,3.375
2 days 03:00:00,46.5,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.475,3.25
2 days 03:00:00,46.75,0.25,2025-06-04,10.0,2025-06-06 03:00:00,6.5375,-0.875
2 days 03:00:00,46.75,354.25,2025-06-04,10.0,2025-06-06 03:00:00,6.1625,-0.75
2 days 03:00:00,46.75,354.5,2025-06-04,10.0,2025-06-06 03:00:00,5.85,-0.6875
2 days 03:00:00,46.75,354.75,2025-06-04,10.0,2025-06-06 03:00:00,6.0375,-0.875
2 days 03:00:00,46.75,355.0,2025-06-04,10.0,2025-06-06 03:00:00,6.475,-1.0
2 days 03:00:00,46.75,355.25,2025-06-04,10.0,2025-06-06 03:00:00,7.0375,-0.9375
2 days 03:00:00,46.75,355.5,2025-06-04,10.0,2025-06-06 03:00:00,7.5375,-0.875
2 days 03:00:00,46.75,355.75,2025-06-04,10.0,2025-06-06 03:00:00,8.1,-0.625
2 days 03:00:00,46.75,356.0,2025-06-04,10.0,2025-06-06 03:00:00,8.225,-0.1875
2 days 03:00:00,46.75,356.25,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,0.1875
2 days 03:00:00,46.75,356.5,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,0.4375
2 days 03:00:00,46.75,356.75,2025-06-04,10.0,2025-06-06 03:00:00,8.225,1.125
2 days 03:00:00,46.75,357.0,2025-06-04,10.0,2025-06-06 03:00:00,8.0375,1.375
2 days 03:00:00,46.75,357.25,2025-06-04,10.0,2025-06-06 03:00:00,7.5375,1.375
2 days 03:00:00,46.75,357.5,2025-06-04,10.0,2025-06-06 03:00:00,6.475,1.75
2 days 03:00:00,46.75,357.75,2025-06-04,10.0,2025-06-06 03:00:00,4.2875,1.8125
2 days 03:00:00,46.75,358.0,2025-06-04,10.0,2025-06-06 03:00:00,3.225,1.6875
2 days 03:00:00,46.75,358.25,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,1.875
2 days 03:00:00,46.75,358.5,2025-06-04,10.0,2025-06-06 03:00:00,2.725,2.125
2 days 03:00:00,46.75,358.75,2025-06-04,10.0,2025-06-06 03:00:00,2.725,2.5625
2 days 03:00:00,46.75,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.4125,3.25
2 days 03:00:00,46.75,359.25,2025-06-04,10.0,2025-06-06 03:00:00,4.225,3.5
2 days 03:00:00,46.75,359.5,2025-06-04,10.0,2025-06-06 03:00:00,4.0375,3.375
2 days 03:00:00,46.75,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.725,3.0
2 days 03:00:00,46.75,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.7875,3.0
2 days 03:00:00,47.0,0.25,2025-06-04,10.0,2025-06-06 03:00:00,6.7875,-0.4375
2 days 03:00:00,47.0,354.25,2025-06-04,10.0,2025-06-06 03:00:00,6.475,-0.625
2 days 03:00:00,47.0,354.5,2025-06-04,10.0,2025-06-06 03:00:00,6.7875,-0.875
2 days 03:00:00,47.0,354.75,2025-06-04,10.0,2025-06-06 03:00:00,6.7875,-0.875
2 days 03:00:00,47.0,355.0,2025-06-04,10.0,2025-06-06 03:00:00,6.975,-0.75
2 days 03:00:00,47.0,355.25,2025-06-04,10.0,2025-06-06 03:00:00,7.35,-0.6875
2 days 03:00:00,47.0,355.5,2025-06-04,10.0,2025-06-06 03:00:00,7.7875,-0.5625
2 days 03:00:00,47.0,355.75,2025-06-04,10.0,2025-06-06 03:00:00,8.1625,-0.4375
2 days 03:00:00,47.0,356.0,2025-06-04,10.0,2025-06-06 03:00:00,8.725,-0.25
2 days 03:00:00,47.0,356.25,2025-06-04,10.0,2025-06-06 03:00:00,9.1,0.25
2 days 03:00:00,47.0,356.5,2025-06-04,10.0,2025-06-06 03:00:00,8.725,0.875
2 days 03:00:00,47.0,356.75,2025-06-04,10.0,2025-06-06 03:00:00,8.1625,0.9375
2 days 03:00:00,47.0,357.0,2025-06-04,10.0,2025-06-06 03:00:00,8.225,0.9375
2 days 03:00:00,47.0,357.25,2025-06-04,10.0,2025-06-06 03:00:00,7.225,1.125
2 days 03:00:00,47.0,357.5,2025-06-04,10.0,2025-06-06 03:00:00,8.475,1.875
2 days 03:00:00,47.0,357.75,2025-06-04,10.0,2025-06-06 03:00:00,6.35,1.875
2 days 03:00:00,47.0,358.0,2025-06-04,10.0,2025-06-06 03:00:00,3.6,2.0
2 days 03:00:00,47.0,358.25,2025-06-04,10.0,2025-06-06 03:00:00,2.5375,2.375
2 days 03:00:00,47.0,358.5,2025-06-04,10.0,2025-06-06 03:00:00,2.975,2.5
2 days 03:00:00,47.0,358.75,2025-06-04,10.0,2025-06-06 03:00:00,3.35,2.6875
2 days 03:00:00,47.0,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.725,2.625
2 days 03:00:00,47.0,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.6,2.875
2 days 03:00:00,47.0,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.875
2 days 03:00:00,47.0,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.9375
2 days 03:00:00,47.0,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.4125,2.875
2 days 03:00:00,47.25,0.25,2025-06-04,10.0,2025-06-06 03:00:00,6.725,-0.25
2 days 03:00:00,47.25,354.25,2025-06-04,10.0,2025-06-06 03:00:00,6.7875,-0.375
2 days 03:00:00,47.25,354.5,2025-06-04,10.0,2025-06-06 03:00:00,6.975,-0.4375
2 days 03:00:00,47.25,354.75,2025-06-04,10.0,2025-06-06 03:00:00,7.4125,-0.6875
2 days 03:00:00,47.25,355.0,2025-06-04,10.0,2025-06-06 03:00:00,7.7875,-0.9375
2 days 03:00:00,47.25,355.25,2025-06-04,10.0,2025-06-06 03:00:00,7.975,-1.125
2 days 03:00:00,47.25,355.5,2025-06-04,10.0,2025-06-06 03:00:00,8.1625,-1.1875
2 days 03:00:00,47.25,355.75,2025-06-04,10.0,2025-06-06 03:00:00,8.35,-0.8125
2 days 03:00:00,47.25,356.0,2025-06-04,10.0,2025-06-06 03:00:00,8.6,-0.125
2 days 03:00:00,47.25,356.25,2025-06-04,10.0,2025-06-06 03:00:00,8.975,0.5625
2 days 03:00:00,47.25,356.5,2025-06-04,10.0,2025-06-06 03:00:00,8.5375,1.0625
2 days 03:00:00,47.25,356.75,2025-06-04,10.0,2025-06-06 03:00:00,7.975,1.5
2 days 03:00:00,47.25,357.0,2025-06-04,10.0,2025-06-06 03:00:00,7.975,1.9375
2 days 03:00:00,47.25,357.25,2025-06-04,10.0,2025-06-06 03:00:00,7.1625,1.75
2 days 03:00:00,47.25,357.5,2025-06-04,10.0,2025-06-06 03:00:00,5.4125,1.375
2 days 03:00:00,47.25,357.75,2025-06-04,10.0,2025-06-06 03:00:00,3.6625,1.125
2 days 03:00:00,47.25,358.0,2025-06-04,10.0,2025-06-06 03:00:00,2.725,1.375
2 days 03:00:00,47.25,358.25,2025-06-04,10.0,2025-06-06 03:00:00,2.2875,1.75
2 days 03:00:00,47.25,358.5,2025-06-04,10.0,2025-06-06 03:00:00,2.475,2.25
2 days 03:00:00,47.25,358.75,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,2.375
2 days 03:00:00,47.25,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.35,2.3125
2 days 03:00:00,47.25,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.225,1.875
2 days 03:00:00,47.25,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.1,1.875
2 days 03:00:00,47.25,359.75,2025-06-04,10.0,2025-06-06 03:00:00,2.85,2.25
2 days 03:00:00,47.25,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.4375
2 days 03:00:00,47.5,0.25,2025-06-04,10.0,2025-06-06 03:00:00,7.2875,0.375
2 days 03:00:00,47.5,354.25,2025-06-04,10.0,2025-06-06 03:00:00,7.475,0.1875
2 days 03:00:00,47.5,354.5,2025-06-04,10.0,2025-06-06 03:00:00,7.725,0.125
2 days 03:00:00,47.5,354.75,2025-06-04,10.0,2025-06-06 03:00:00,7.85,0.0
2 days 03:00:00,47.5,355.0,2025-06-04,10.0,2025-06-06 03:00:00,8.0375,-0.375
2 days 03:00:00,47.5,355.25,2025-06-04,10.0,2025-06-06 03:00:00,8.0375,-0.9375
2 days 03:00:00,47.5,355.5,2025-06-04,10.0,2025-06-06 03:00:00,8.35,-1.4375
2 days 03:00:00,47.5,355.75,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,-1.625
2 days 03:00:00,47.5,356.0,2025-06-04,10.0,2025-06-06 03:00:00,8.4125,-1.375
2 days 03:00:00,47.5,356.25,2025-06-04,10.0,2025-06-06 03:00:00,8.6625,-1.0
2 days 03:00:00,47.5,356.5,2025-06-04,10.0,2025-06-06 03:00:00,8.725,-0.25
2 days 03:00:00,47.5,356.75,2025-06-04,10.0,2025-06-06 03:00:00,8.5375,0.8125
2 days 03:00:00,47.5,357.0,2025-06-04,10.0,2025-06-06 03:00:00,8.5375,1.125
2 days 03:00:00,47.5,357.25,2025-06-04,10.0,2025-06-06 03:00:00,6.9125,1.125
2 days 03:00:00,47.5,357.5,2025-06-04,10.0,2025-06-06 03:00:00,3.85,1.125
2 days 03:00:00,47.5,357.75,2025-06-04,10.0,2025-06-06 03:00:00,2.35,1.625
2 days 03:00:00,47.5,358.0,2025-06-04,10.0,2025-06-06 03:00:00,2.475,2.0625
2 days 03:00:00,47.5,358.25,2025-06-04,10.0,2025-06-06 03:00:00,2.725,2.0625
2 days 03:00:00,47.5,358.5,2025-06-04,10.0,2025-06-06 03:00:00,2.975,1.9375
2 days 03:00:00,47.5,358.75,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,1.9375
2 days 03:00:00,47.5,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.225,1.875
2 days 03:00:00,47.5,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.225,1.9375
2 days 03:00:00,47.5,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.0625
2 days 03:00:00,47.5,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.25
2 days 03:00:00,47.5,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.5375,2.5625
2 days 03:00:00,47.75,0.25,2025-06-04,10.0,2025-06-06 03:00:00,7.7875,0.375
2 days 03:00:00,47.75,354.25,2025-06-04,10.0,2025-06-06 03:00:00,8.0375,0.25
2 days 03:00:00,47.75,354.5,2025-06-04,10.0,2025-06-06 03:00:00,7.975,0.0
2 days 03:00:00,47.75,354.75,2025-06-04,10.0,2025-06-06 03:00:00,7.975,-0.3125
2 days 03:00:00,47.75,355.0,2025-06-04,10.0,2025-06-06 03:00:00,7.725,-0.625
2 days 03:00:00,47.75,355.25,2025-06-04,10.0,2025-06-06 03:00:00,7.6625,-1.1875
2 days 03:00:00,47.75,355.5,2025-06-04,10.0,2025-06-06 03:00:00,6.1625,-1.125
2 days 03:00:00,47.75,355.75,2025-06-04,10.0,2025-06-06 03:00:00,6.4125,-1.125
2 days 03:00:00,47.75,356.0,2025-06-04,10.0,2025-06-06 03:00:00,5.725,-0.9375
2 days 03:00:00,47.75,356.25,2025-06-04,10.0,2025-06-06 03:00:00,4.725,-0.3125
2 days 03:00:00,47.75,356.5,2025-06-04,10.0,2025-06-06 03:00:00,3.4125,0.375
2 days 03:00:00,47.75,356.75,2025-06-04,10.0,2025-06-06 03:00:00,2.6625,0.875
2 days 03:00:00,47.75,357.0,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,1.3125
2 days 03:00:00,47.75,357.25,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,1.75
2 days 03:00:00,47.75,357.5,2025-06-04,10.0,2025-06-06 03:00:00,2.975,1.6875
2 days 03:00:00,47.75,357.75,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,1.625
2 days 03:00:00,47.75,358.0,2025-06-04,10.0,2025-06-06 03:00:00,2.6,1.625
2 days 03:00:00,47.75,358.25,2025-06-04,10.0,2025-06-06 03:00:00,2.5375,1.875
2 days 03:00:00,47.75,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.1,2.0625
2 days 03:00:00,47.75,358.75,2025-06-04,10.0,2025-06-06 03:00:00,3.2875,2.125
2 days 03:00:00,47.75,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.4125,2.125
2 days 03:00:00,47.75,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.25
2 days 03:00:00,47.75,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.375
2 days 03:00:00,47.75,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.6,2.375
2 days 03:00:00,47.75,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.725,2.4375
2 days 03:00:00,48.0,0.25,2025-06-04,10.0,2025-06-06 03:00:00,8.725,0.0625
2 days 03:00:00,48.0,354.25,2025-06-04,10.0,2025-06-06 03:00:00,8.475,0.0
2 days 03:00:00,48.0,354.5,2025-06-04,10.0,2025-06-06 03:00:00,7.975,-0.125
2 days 03:00:00,48.0,354.75,2025-06-04,10.0,2025-06-06 03:00:00,7.1625,-0.125
2 days 03:00:00,48.0,355.0,2025-06-04,10.0,2025-06-06 03:00:00,7.1625,-0.3125
2 days 03:00:00,48.0,355.25,2025-06-04,10.0,2025-06-06 03:00:00,5.975,-0.375
2 days 03:00:00,48.0,355.5,2025-06-04,10.0,2025-06-06 03:00:00,3.6,0.0625
2 days 03:00:00,48.0,355.75,2025-06-04,10.0,2025-06-06 03:00:00,2.725,0.375
2 days 03:00:00,48.0,356.0,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,0.625
2 days 03:00:00,48.0,356.25,2025-06-04,10.0,2025-06-06 03:00:00,3.1,0.875
2 days 03:00:00,48.0,356.5,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,1.3125
2 days 03:00:00,48.0,356.75,2025-06-04,10.0,2025-06-06 03:00:00,2.85,1.6875
2 days 03:00:00,48.0,357.0,2025-06-04,10.0,2025-06-06 03:00:00,2.725,1.8125
2 days 03:00:00,48.0,357.25,2025-06-04,10.0,2025-06-06 03:00:00,2.475,1.6875
2 days 03:00:00,48.0,357.5,2025-06-04,10.0,2025-06-06 03:00:00,2.725,1.875
2 days 03:00:00,48.0,357.75,2025-06-04,10.0,2025-06-06 03:00:00,2.975,2.125
2 days 03:00:00,48.0,358.0,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,2.375
2 days 03:00:00,48.0,358.25,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.375
2 days 03:00:00,48.0,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,2.125
2 days 03:00:00,48.0,358.75,2025-06-04,10.0,2025-06-06 03:00:00,3.2875,1.9375
2 days 03:00:00,48.0,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.3125
2 days 03:00:00,48.0,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.3125
2 days 03:00:00,48.0,359.5,2025-06-04,10.0,2025-06-06 03:00:00,3.6625,2.375
2 days 03:00:00,48.0,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.7875,2.75
2 days 03:00:00,48.0,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.5375,2.875
2 days 03:00:00,48.25,0.25,2025-06-04,10.0,2025-06-06 03:00:00,9.0375,0.8125
2 days 03:00:00,48.25,354.25,2025-06-04,10.0,2025-06-06 03:00:00,8.975,0.375
2 days 03:00:00,48.25,354.5,2025-06-04,10.0,2025-06-06 03:00:00,8.725,0.0625
2 days 03:00:00,48.25,354.75,2025-06-04,10.0,2025-06-06 03:00:00,8.475,-0.125
2 days 03:00:00,48.25,355.0,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,-0.375
2 days 03:00:00,48.25,355.25,2025-06-04,10.0,2025-06-06 03:00:00,6.35,-0.1875
2 days 03:00:00,48.25,355.5,2025-06-04,10.0,2025-06-06 03:00:00,4.2875,0.0625
2 days 03:00:00,48.25,355.75,2025-06-04,10.0,2025-06-06 03:00:00,3.2875,0.625
2 days 03:00:00,48.25,356.0,2025-06-04,10.0,2025-06-06 03:00:00,3.475,1.1875
2 days 03:00:00,48.25,356.25,2025-06-04,10.0,2025-06-06 03:00:00,3.475,1.625
2 days 03:00:00,48.25,356.5,2025-06-04,10.0,2025-06-06 03:00:00,3.725,1.6875
2 days 03:00:00,48.25,356.75,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,2.0625
2 days 03:00:00,48.25,357.0,2025-06-04,10.0,2025-06-06 03:00:00,2.725,2.5625
2 days 03:00:00,48.25,357.25,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,2.5
2 days 03:00:00,48.25,357.5,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.5625
2 days 03:00:00,48.25,357.75,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.375
2 days 03:00:00,48.25,358.0,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,2.25
2 days 03:00:00,48.25,358.25,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,2.4375
2 days 03:00:00,48.25,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.5
2 days 03:00:00,48.25,358.75,2025-06-04,10.0,2025-06-06 03:00:00,3.85,2.625
2 days 03:00:00,48.25,359.0,2025-06-04,10.0,2025-06-06 03:00:00,3.6625,2.5
2 days 03:00:00,48.25,359.25,2025-06-04,10.0,2025-06-06 03:00:00,3.5375,2.6875
2 days 03:00:00,48.25,359.5,2025-06-04,10.0,2025-06-06 03:00:00,4.225,2.625
2 days 03:00:00,48.25,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.6625,2.5
2 days 03:00:00,48.25,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.5375,2.625
2 days 03:00:00,48.5,0.25,2025-06-04,10.0,2025-06-06 03:00:00,9.2875,0.75
2 days 03:00:00,48.5,354.25,2025-06-04,10.0,2025-06-06 03:00:00,9.2875,0.5625
2 days 03:00:00,48.5,354.5,2025-06-04,10.0,2025-06-06 03:00:00,8.9125,0.375
2 days 03:00:00,48.5,354.75,2025-06-04,10.0,2025-06-06 03:00:00,8.5375,0.4375
2 days 03:00:00,48.5,355.0,2025-06-04,10.0,2025-06-06 03:00:00,5.975,0.625
2 days 03:00:00,48.5,355.25,2025-06-04,10.0,2025-06-06 03:00:00,3.225,1.0
2 days 03:00:00,48.5,355.5,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,1.375
2 days 03:00:00,48.5,355.75,2025-06-04,10.0,2025-06-06 03:00:00,3.5375,1.75
2 days 03:00:00,48.5,356.0,2025-06-04,10.0,2025-06-06 03:00:00,3.85,1.625
2 days 03:00:00,48.5,356.25,2025-06-04,10.0,2025-06-06 03:00:00,3.9125,1.875
2 days 03:00:00,48.5,356.5,2025-06-04,10.0,2025-06-06 03:00:00,3.6625,2.125
2 days 03:00:00,48.5,356.75,2025-06-04,10.0,2025-06-06 03:00:00,3.2875,2.1875
2 days 03:00:00,48.5,357.0,2025-06-04,10.0,2025-06-06 03:00:00,3.225,2.4375
2 days 03:00:00,48.5,357.25,2025-06-04,10.0,2025-06-06 03:00:00,2.9125,2.4375
2 days 03:00:00,48.5,357.5,2025-06-04,10.0,2025-06-06 03:00:00,2.6625,2.5
2 days 03:00:00,48.5,357.75,2025-06-04,10.0,2025-06-06 03:00:00,2.7875,2.5625
2 days 03:00:00,48.5,358.0,2025-06-04,10.0,2025-06-06 03:00:00,2.975,2.6875
2 days 03:00:00,48.5,358.25,2025-06-04,10.0,2025-06-06 03:00:00,3.1625,2.625
2 days 03:00:00,48.5,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.475,2.75
2 days 03:00:00,48.5,358.75,2025-06-04,10.0,2025-06-06 03:00:00,4.1625,2.8125
2 days 03:00:00,48.5,359.0,2025-06-04,10.0,2025-06-06 03:00:00,4.4125,2.5625
2 days 03:00:00,48.5,359.25,2025-06-04,10.0,2025-06-06 03:00:00,4.1,2.625
2 days 03:00:00,48.5,359.5,2025-06-04,10.0,2025-06-06 03:00:00,4.4125,2.625
2 days 03:00:00,48.5,359.75,2025-06-04,10.0,2025-06-06 03:00:00,4.1625,2.375
2 days 03:00:00,48.5,360.0,2025-06-04,10.0,2025-06-06 03:00:00,3.975,2.75
2 days 03:00:00,48.75,0.25,2025-06-04,10.0,2025-06-06 03:00:00,9.725,0.75
2 days 03:00:00,48.75,354.25,2025-06-04,10.0,2025-06-06 03:00:00,9.7875,0.875
2 days 03:00:00,48.75,354.5,2025-06-04,10.0,2025-06-06 03:00:00,9.6,0.8125
2 days 03:00:00,48.75,354.75,2025-06-04,10.0,2025-06-06 03:00:00,8.9125,0.6875
2 days 03:00:00,48.75,355.0,2025-06-04,10.0,2025-06-06 03:00:00,9.1625,0.625
2 days 03:00:00,48.75,355.25,2025-06-04,10.0,2025-06-06 03:00:00,9.2875,0.875
2 days 03:00:00,48.75,355.5,2025-06-04,10.0,2025-06-06 03:00:00,8.7875,1.375
2 days 03:00:00,48.75,355.75,2025-06-04,10.0,2025-06-06 03:00:00,6.975,2.0
2 days 03:00:00,48.75,356.0,2025-06-04,10.0,2025-06-06 03:00:00,6.5375,2.5
2 days 03:00:00,48.75,356.25,2025-06-04,10.0,2025-06-06 03:00:00,4.7875,2.125
2 days 03:00:00,48.75,356.5,2025-06-04,10.0,2025-06-06 03:00:00,3.0375,2.125
2 days 03:00:00,48.75,356.75,2025-06-04,10.0,2025-06-06 03:00:00,3.7875,2.3125
2 days 03:00:00,48.75,357.0,2025-06-04,10.0,2025-06-06 03:00:00,6.475,3.1875
2 days 03:00:00,48.75,357.25,2025-06-04,10.0,2025-06-06 03:00:00,7.225,3.375
2 days 03:00:00,48.75,357.5,2025-06-04,10.0,2025-06-06 03:00:00,7.225,3.375
2 days 03:00:00,48.75,357.75,2025-06-04,10.0,2025-06-06 03:00:00,7.35,3.25
2 days 03:00:00,48.75,358.0,2025-06-04,10.0,2025-06-06 03:00:00,6.975,3.625
2 days 03:00:00,48.75,358.25,2025-06-04,10.0,2025-06-06 03:00:00,3.9125,2.875
2 days 03:00:00,48.75,358.5,2025-06-04,10.0,2025-06-06 03:00:00,3.725,3.0
2 days 03:00:00,48.75,358.75,2025-06-04,10.0,2025-06-06 03:00:00,4.1,3.0
2 days 03:00:00,48.75,359.0,2025-06-04,10.0,2025-06-06 03:00:00,4.85,3.125
2 days 03:00:00,48.75,359.25,2025-06-04,10.0,2025-06-06 03:00:00,4.6,3.0
2 days 03:00:00,48.75,359.5,2025-06-04,10.0,2025-06-06 03:00:00,4.725,2.9375
2 days 03:00:00,48.75,359.75,2025-06-04,10.0,2025-06-06 03:00:00,3.975,2.625
2 days 03:00:00,48.75,360.0,2025-06-04,10.0,2025-06-06 03:00:00,4.6625,2.625
2 days 03:00:00,49.0,0.25,2025-06-04,10.0,2025-06-06 03:00:00,9.9125,0.125
2 days 03:00:00,49.0,354.25,2025-06-04,10.0,2025-06-06 03:00:00,9.975,0.1875
2 days 03:00:00,49.0,354.5,2025-06-04,10.0,2025-06-06 03:00:00,9.7875,0.3125
2 days 03:00:00,49.0,354.75,2025-06-04,10.0,2025-06-06 03:00:00,9.725,0.375
2 days 03:00:00,49.0,355.0,2025-06-04,10.0,2025-06-06 03:00:00,9.475,0.625
2 days 03:00:00,49.0,355.25,2025-06-04,10.0,2025-06-06 03:00:00,9.6,1.0
2 days 03:00:00,49.0,355.5,2025-06-04,10.0,2025-06-06 03:00:00,9.2875,1.375
2 days 03:00:00,49.0,355.75,2025-06-04,10.0,2025-06-06 03:00:00,8.4125,2.0
2 days 03:00:00,49.0,356.0,2025-06-04,10.0,2025-06-06 03:00:00,7.7875,2.375
2 days 03:00:00,49.0,356.25,2025-06-04,10.0,2025-06-06 03:00:00,8.6,3.0625
2 days 03:00:00,49.0,356.5,2025-06-04,10.0,2025-06-06 03:00:00,9.475,3.0625
2 days 03:00:00,49.0,356.75,2025-06-04,10.0,2025-06-06 03:00:00,9.0375,3.0
2 days 03:00:00,49.0,357.0,2025-06-04,10.0,2025-06-06 03:00:00,8.975,3.0
2 days 03:00:00,49.0,357.25,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,3.125
2 days 03:00:00,49.0,357.5,2025-06-04,10.0,2025-06-06 03:00:00,8.2875,3.3125
2 days 03:00:00,49.0,357.75,2025-06-04,10.0,2025-06-06 03:00:00,7.975,3.1875
2 days 03:00:00,49.0,358.0,2025-06-04,10.0,2025-06-06 03:00:00,8.6,3.125
2 days 03:00:00,49.0,358.25,2025-06-04,10.0,2025-06-06 03:00:00,5.475,2.375
2 days 03:00:00,49.0,358.5,2025-06-04,10.0,2025-06-06 03:00:00,5.0375,2.5
2 days 03:00:00,49.0,358.75,2025-06-04,10.0,2025-06-06 03:00:00,4.85,2.25
2 days 03:00:00,49.0,359.0,2025-06-04,10.0,2025-06-06 03:00:00,5.35,2.125
2 days 03:00:00,49.0,359.25,2025-06-04,10.0,2025-06-06 03:00:00,4.725,2.25
2 days 03:00:00,49.0,359.5,2025-06-04,10.0,2025-06-06 03:00:00,4.35,2.375
2 days 03:00:00,49.0,359.75,2025-06-04,10.0,2025-06-06 03:00:00,4.1625,2.625
2 days 03:00:00,49.0,360.0,2025-06-04,10.0,2025-06-06 03:00:00,4.975,2.8125
2 days 03:00:00,49.25,0.25,2025-06-04,10.0,2025-06-06 03:00:00,9.475,0.0625
2 days 03:00:00,49.25,354.25,2025-06-04,10.0,2025-06-06 03:00:00,9.725,0.125
2 days 03:00:00,49.25,354.5,2025-06-04,10.0,2025-06-06 03:00:00,9.975,0.3125
2 days 03:00:00,49.25,354.75,2025-06-04,10.0,2025-06-06 03:00:00,10.1625,0.625
2 days 03:00:00,49.25,355.0,2025-06-04,10.0,2025-06-06 03:00:00,10.0375,1.0625
2 days 03:00:00,49.25,355.25,2025-06-04,10.0,2025-06-06 03:00:00,9.9125,1.625
2 days 03:00:00,49.25,355.5,2025-06-04,10.0,2025-06-06 03:00:00,9.475,2.3125
2 days 03:00:00,49.25,355.75,2025-06-04,10.0,2025-06-06 03:00:00,9.2875,2.625
2 days 03:00:00,49.25,356.0,2025-06-04,10.0,2025-06-06 03:00:00,9.225,2.5
2 days 03:00:00,49.25,356.25,2025-06-04,10.0,2025-06-06 03:00:00,8.7875,2.4375
2 days 03:00:00,49.25,356.5,2025-06-04,10.0,2025-06-06 03:00:00,8.6,2.625
2 days 03:00:00,49.25,356.75,2025-06-04,10.0,2025-06-06 03:00:00,8.85,2.6875
2 days 03:00:00,49.25,357.0,2025-06-04,10.0,2025-06-06 03:00:00,8.725,2.5625
2 days 03:00:00,49.25,357.25,2025-06-04,10.0,2025-06-06 03:00:00,9.0375,2.5
2 days 03:00:00,49.25,357.5,2025-06-04,10.0,2025-06-06 03:00:00,7.475,2.3125
2 days 03:00:00,49.25,357.75,2025-06-04,10.0,2025-06-06 03:00:00,7.4125,2.25
2 days 03:00:00,49.25,358.0,2025-06-04,10.0,2025-06-06 03:00:00,7.475,2.1875
